//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SharedWebCredentials.framework/Versions/A/SharedWebCredentials
// arch:    arm64e
// uuid:    CBF4DB42-28FB-37B8-A82C-23CC61910540
// text:    0x0000000191b8b000
// count:   844 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000191b8c1f0  0x000006f0  __TEXT,__text  objc  -[_SWCPattern initWithDictionary:defaults:]  // -[_SWCPattern 'E12]
0x0000000191ba50a0  0x00000028  __TEXT,__gcc_except_tab  func  GCC_except_table53
0x0000000191ba50c8  0x000000e4  __TEXT,__gcc_except_tab  func  GCC_except_table54
0x0000000191ba51ac  0x0000002c  __TEXT,__gcc_except_tab  func  GCC_except_table55
0x0000000191ba51d8  0x00000044  __TEXT,__gcc_except_tab  func  GCC_except_table57
0x0000000191ba521c  0x000000c0  __TEXT,__gcc_except_tab  func  GCC_except_table58
0x0000000191ba52dc  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table59
0x0000000191ba530c  0x00000094  __TEXT,__gcc_except_tab  func  GCC_except_table60
0x0000000191ba53a0  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table61
0x0000000191ba53d0  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table67
0x0000000191ba53f4  0x00000028  __TEXT,__gcc_except_tab  func  GCC_except_table71
0x0000000191ba541c  0x00000020  __TEXT,__gcc_except_tab  func  GCC_except_table77
0x0000000191ba543c  0x00000090  __TEXT,__gcc_except_tab  func  GCC_except_table78
0x0000000191ba54cc  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table83
0x0000000191ba54fc  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table1
0x0000000191ba5518  0x00000040  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba5558  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table9
0x0000000191ba558c  0x00000070  __TEXT,__gcc_except_tab  func  GCC_except_table10
0x0000000191ba55fc  0x00000044  __TEXT,__gcc_except_tab  func  GCC_except_table12
0x0000000191ba5640  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table13
0x0000000191ba565c  0x00000020  __TEXT,__gcc_except_tab  func  GCC_except_table17
0x0000000191ba567c  0x00000044  __TEXT,__gcc_except_tab  func  GCC_except_table19
0x0000000191ba56c0  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table20
0x0000000191ba56f4  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table22
0x0000000191ba5710  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table23
0x0000000191ba5724  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table24
0x0000000191ba5738  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table25
0x0000000191ba5750  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table27
0x0000000191ba5760  0x000000c8  __TEXT,__gcc_except_tab  func  GCC_except_table28
0x0000000191ba5828  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table32
0x0000000191ba585c  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table35
0x0000000191ba5890  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table0
0x0000000191ba58a4  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table4
0x0000000191ba58b8  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table10
0x0000000191ba58c8  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table11
0x0000000191ba58e4  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table1
0x0000000191ba5908  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba5920  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table6
0x0000000191ba5934  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table8
0x0000000191ba5950  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table11
0x0000000191ba5964  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table12
0x0000000191ba597c  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table14
0x0000000191ba598c  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table15
0x0000000191ba59b0  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table27
0x0000000191ba59cc  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table28
0x0000000191ba59e8  0x00000104  __TEXT,__gcc_except_tab  func  GCC_except_table30
0x0000000191ba5aec  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba5b10  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba5b20  0x000000bc  __TEXT,__gcc_except_tab  func  GCC_except_table6
0x0000000191ba5bdc  0x0000007c  __TEXT,__gcc_except_tab  func  GCC_except_table7
0x0000000191ba5c58  0x00000090  __TEXT,__gcc_except_tab  func  GCC_except_table8
0x0000000191ba5ce8  0x00000060  __TEXT,__gcc_except_tab  func  GCC_except_table9
0x0000000191ba5d48  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table12
0x0000000191ba5d64  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table13
0x0000000191ba5d98  0x00000028  __TEXT,__gcc_except_tab  func  GCC_except_table14
0x0000000191ba5dc0  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table15
0x0000000191ba5df4  0x00000070  __TEXT,__gcc_except_tab  func  GCC_except_table16
0x0000000191ba5e64  0x00000040  __TEXT,__gcc_except_tab  func  GCC_except_table17
0x0000000191ba5ea4  0x0000002c  __TEXT,__gcc_except_tab  func  GCC_except_table18
0x0000000191ba5ed0  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba5f00  0x00000080  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba5f80  0x00000060  __TEXT,__gcc_except_tab  func  GCC_except_table14
0x0000000191ba5fe0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table19
0x0000000191ba5ff0  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table21
0x0000000191ba6014  0x00000020  __TEXT,__gcc_except_tab  func  GCC_except_table22
0x0000000191ba6034  0x00000050  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba6084  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table6
0x0000000191ba6094  0x00000040  __TEXT,__gcc_except_tab  func  GCC_except_table7
0x0000000191ba60d4  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table9
0x0000000191ba60f0  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table11
0x0000000191ba6104  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table15
0x0000000191ba611c  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table16
0x0000000191ba6134  0x0000002c  __TEXT,__gcc_except_tab  func  GCC_except_table20
0x0000000191ba6160  0x00000028  __TEXT,__gcc_except_tab  func  GCC_except_table21
0x0000000191ba6188  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table0
0x0000000191ba61a4  0x00000048  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba61ec  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table4
0x0000000191ba6204  0x00000020  __TEXT,__gcc_except_tab  func  GCC_except_table0
0x0000000191ba6224  0x000000f8  __TEXT,__gcc_except_tab  func  GCC_except_table4
0x0000000191ba631c  0x0000004c  __TEXT,__gcc_except_tab  func  GCC_except_table5
0x0000000191ba6368  0x000000ac  __TEXT,__gcc_except_tab  func  GCC_except_table9
0x0000000191ba6414  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table0
0x0000000191ba6424  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba6434  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba6448  0x0000002c  __TEXT,__gcc_except_tab  func  GCC_except_table5
0x0000000191ba6474  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba648c  0x00000060  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba64ec  0x0000005c  __TEXT,__gcc_except_tab  func  GCC_except_table4
0x0000000191ba6548  0x00000064  __TEXT,__gcc_except_tab  func  GCC_except_table5
0x0000000191ba65ac  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table7
0x0000000191ba65c0  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table8
0x0000000191ba65d8  0x0000002c  __TEXT,__gcc_except_tab  func  GCC_except_table10
0x0000000191ba6604  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table11
0x0000000191ba6618  0x00000034  __TEXT,__gcc_except_tab  func  GCC_except_table12
0x0000000191ba664c  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table14
0x0000000191ba665c  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table15
0x0000000191ba6674  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table21
0x0000000191ba6690  0x00000040  __TEXT,__gcc_except_tab  func  GCC_except_table28
0x0000000191ba66d0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table44
0x0000000191ba66e0  0x000000a0  __TEXT,__gcc_except_tab  func  GCC_except_table45
0x0000000191ba6780  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table46
0x0000000191ba6798  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table47
0x0000000191ba67a8  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table48
0x0000000191ba67b8  0x00000028  __TEXT,__gcc_except_tab  func  GCC_except_table49
0x0000000191ba67e0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table50
0x0000000191ba67f0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table51
0x0000000191ba6800  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table52
0x0000000191ba681c  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table54
0x0000000191ba682c  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table55
0x0000000191ba6850  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table57
0x0000000191ba6860  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table58
0x0000000191ba6890  0x0000003c  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba68cc  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table4
0x0000000191ba68e0  0x00000078  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba6958  0x00000048  __TEXT,__gcc_except_tab  func  GCC_except_table8
0x0000000191ba69a0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table13
0x0000000191ba69b0  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table14
0x0000000191ba69c0  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table16
0x0000000191ba69dc  0x000000a0  __TEXT,__gcc_except_tab  func  GCC_except_table18
0x0000000191ba6a7c  0x00000018  __TEXT,__gcc_except_tab  func  GCC_except_table19
0x0000000191ba6a94  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table20
0x0000000191ba6aa8  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table21
0x0000000191ba6ab8  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table24
0x0000000191ba6ad4  0x00000010  __TEXT,__gcc_except_tab  func  GCC_except_table26
0x0000000191ba6ae4  0x00000048  __TEXT,__gcc_except_tab  func  GCC_except_table27
0x0000000191ba6b2c  0x00000050  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba6b7c  0x00000058  __TEXT,__gcc_except_tab  func  GCC_except_table5
0x0000000191ba6bd4  0x000000c8  __TEXT,__gcc_except_tab  func  GCC_except_table2
0x0000000191ba6c9c  0x00000024  __TEXT,__gcc_except_tab  func  GCC_except_table3
0x0000000191ba6cc0  0x00000030  __TEXT,__gcc_except_tab  func  GCC_except_table6
0x0000000191ba6cf0  0x00000068  __TEXT,__gcc_except_tab  func  GCC_except_table7
0x0000000191ba6d58  0x00000038  __TEXT,__gcc_except_tab  func  GCC_except_table10
0x0000000191ba6d90  0x0000001c  __TEXT,__gcc_except_tab  func  GCC_except_table15
0x0000000191ba6dac  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table17
0x0000000191ba6dc0  0x000000a4  __TEXT,__gcc_except_tab  func  GCC_except_table18
0x0000000191ba6e64  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table22
0x0000000191ba6e78  0x00006168  __TEXT,__gcc_except_tab  func  GCC_except_table23
0x0000000191bacfe0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$ISOCountryCodes
0x0000000191bad000  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$ISOLanguageCodes
0x0000000191bad020  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$JSONObjectWithData:options:error:
0x0000000191bad040  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$SWCApplicationIdentifier
0x0000000191bad060  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$SWCDomain
0x0000000191bad080  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$URL
0x0000000191bad0a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$URLByAppendingPathComponent:isDirectory:
0x0000000191bad0c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$URLForResource:withExtension:
0x0000000191bad0e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$URLHostAllowedCharacterSet
0x0000000191bad100  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$UTF8String
0x0000000191bad120  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$UUIDString
0x0000000191bad140  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_boolForKey:defaultValue:
0x0000000191bad160  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_debug:descriptionOfStorage:forObject:redacted:
0x0000000191bad180  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_descriptionDebug:redacted:
0x0000000191bad1a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_evaluateURLComponents:auditToken:
0x0000000191bad1c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_init
0x0000000191bad1e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithDomain:JSONObject:
0x0000000191bad200  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithIndex:excluded:
0x0000000191bad220  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithPatternStorageNoCopy:freeWhenDone:
0x0000000191bad240  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithServiceSpecifier:dictionary:generation:
0x0000000191bad260  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithServiceSpecifier:fields:
0x0000000191bad280  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_initWithServiceType:applicationIdentifier:domain:
0x0000000191bad2a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_invokeCompletionHandlerForTask:result:error:
0x0000000191bad2c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_looksLikeAppleErrorPageURLResponse:
0x0000000191bad2e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_looksLikeChatterboxURLComponents:
0x0000000191bad300  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_normalizedURLPath:
0x0000000191bad320  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_queue
0x0000000191bad340  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_resolverForTask:
0x0000000191bad360  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_serviceDetailsWithServiceSpecifier:URLComponents:limit:callerAuditToken:error:
0x0000000191bad380  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_serviceSpecifiersWithEntitlementValue:serviceType:error:
0x0000000191bad3a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_session
0x0000000191bad3c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_setResolver:forTask:
0x0000000191bad3e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_trackingDomainInfoWithDomain:JSONObject:expectedSources:
0x0000000191bad400  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_trackingDomainInfoWithDomains:
0x0000000191bad420  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_trackingDomainInfoWithDomains:sources:
0x0000000191bad440  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_unsignedIntegerForKey:defaultValue:
0x0000000191bad460  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$_unsignedIntegerForKey:defaultValue:minimumValue:maximumValue:
0x0000000191bad480  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addAllAppsWithCompletionHandler:
0x0000000191bad4a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addEntriesFromDictionary:
0x0000000191bad4c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addObject:
0x0000000191bad4e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addObserver:selector:name:object:
0x0000000191bad500  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$addObserver:selector:name:object:suspensionBehavior:
0x0000000191bad520  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$appendBytes:length:
0x0000000191bad540  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$appendData:
0x0000000191bad560  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$appendString:
0x0000000191bad580  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$applicationIdentifier
0x0000000191bad5a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$archivedDataWithRootObject:requiringSecureCoding:error:
0x0000000191bad5c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$array
0x0000000191bad5e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$arrayWithObjects:count:
0x0000000191bad600  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$auditTokenHasReadAccess:
0x0000000191bad620  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$auditTokenHasWriteAccess:
0x0000000191bad640  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$boolValue
0x0000000191bad660  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleForClass:
0x0000000191bad680  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bundleIdentifier
0x0000000191bad6a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$bytes
0x0000000191bad6c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$cancel
0x0000000191bad6e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$caseInsensitiveCompare:
0x0000000191bad700  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$characterAtIndex:
0x0000000191bad720  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$characterIsMember:
0x0000000191bad740  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$cheapBuiltInSubstitutionVariableList
0x0000000191bad760  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$commitServiceSettings:completionHandler:
0x0000000191bad780  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$compare:options:range:
0x0000000191bad7a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$componentsJoinedByString:
0x0000000191bad7c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$componentsSeparatedByString:
0x0000000191bad7e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$containsObject:
0x0000000191bad800  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$copy
0x0000000191bad820  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$count
0x0000000191bad840  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$countByEnumeratingWithState:objects:count:
0x0000000191bad860  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$createDirectoryAtURL:withIntermediateDirectories:attributes:error:
0x0000000191bad880  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$currentHandler
0x0000000191bad8a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$currentRequest
0x0000000191bad8c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataTaskWithRequest:
0x0000000191bad8e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataUsingEncoding:
0x0000000191bad900  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataWithJSONObject:options:error:
0x0000000191bad920  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dataWithPropertyList:format:options:error:
0x0000000191bad940  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dateWithTimeIntervalSince1970:
0x0000000191bad960  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$decodeBoolForKey:
0x0000000191bad980  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$decodeInt64ForKey:
0x0000000191bad9a0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$decodeIntForKey:
0x0000000191bad9c0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$decodeIntegerForKey:
0x0000000191bad9e0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$decodeObjectOfClasses:forKey:
0x0000000191bada00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$defaultCenter
0x0000000191bada20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$defaultManager
0x0000000191bada40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$deleteCharactersInRange:
0x0000000191bada60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$description
0x0000000191bada80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$dictionaryWithObjects:forKeys:count:
0x0000000191badaa0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$domain
0x0000000191badac0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encodeBool:forKey:
0x0000000191badae0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encodeInt64:forKey:
0x0000000191badb00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encodeInteger:forKey:
0x0000000191badb20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encodeObject:forKey:
0x0000000191badb40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$encompassesDomain:
0x0000000191badb60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$endpoint
0x0000000191badb80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$enumerateKeysAndObjectsUsingBlock:
0x0000000191badba0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$ephemeralSessionConfiguration
0x0000000191badbc0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$evaluateWithURLComponents:substitutionVariables:auditToken:matchingPattern:index:
0x0000000191badbe0  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$expensiveBuiltInSubstitutionVariableList
0x0000000191badc00  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$failWithError:
0x0000000191badc20  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$fileSystemRepresentation
0x0000000191badc40  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$fragment
0x0000000191badc60  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getBytes:range:
0x0000000191badc80  0x00000020  __TEXT,__objc_stubs  func  objc_msgSend$getCString:maxLength:encoding:
